position,u_velocity,v_velocity
0.8551859,0.029394696,NaN
0.85714287,0.029599035,NaN
0.8590998,0.029802624,NaN
0.86105675,0.030005125,NaN
0.8630137,0.03020654,NaN
0.8649706,0.030406578,NaN
0.86692756,0.03060518,NaN
0.86888456,0.030802133,NaN
0.8708415,0.030997269,NaN
0.87279844,0.031190319,NaN
0.8747554,0.03138111,NaN
0.8767123,0.03156937,NaN
0.87866926,0.03175489,NaN
0.8806262,0.031937532,NaN
0.88258314,0.032116976,NaN
0.88454014,0.032293003,NaN
0.8864971,0.0324655,NaN
0.888454,0.032634187,NaN
0.89041096,0.032798644,NaN
0.8923679,0.032958858,NaN
0.89432484,0.033114523,NaN
0.8962818,0.03326528,NaN
0.8982387,0.033411093,NaN
0.9001957,0.033551607,NaN
0.90215266,0.03368662,NaN
0.9041096,0.03381592,NaN
0.90606654,0.03393933,NaN
0.9080235,0.034056623,NaN
0.9099804,0.034167763,NaN
0.91193736,0.03427243,NaN
0.9138943,0.03437075,NaN
0.9158513,0.034462437,NaN
0.91780823,0.034547772,NaN
0.9197652,0.03462662,NaN
0.9217221,0.034699336,NaN
0.92367905,0.034766294,NaN
0.925636,0.034828097,NaN
0.92759293,0.034885533,NaN
0.9295499,0.034939677,NaN
0.9315069,0.034991913,NaN
0.9334638,0.035044067,NaN
0.93542075,0.035098527,NaN
0.9373777,0.03515814,NaN
0.93933463,0.03522664,NaN
0.9412916,0.035308503,NaN
0.9432485,0.03540924,NaN
0.94520545,0.035535485,NaN
0.94716245,0.035694815,NaN
0.9491194,0.035896566,NaN
0.9510763,0.03615137,NaN
0.95303327,0.036471378,NaN
0.9549902,0.036870554,NaN
0.95694715,0.03736441,NaN
0.9589041,0.037970293,NaN
0.960861,0.038706776,NaN
0.962818,0.039594043,NaN
0.96477497,0.040653396,NaN
0.9667319,0.04190689,NaN
0.96868885,0.04337657,NaN
0.9706458,0.04508435,NaN
0.9726027,0.047050748,NaN
0.97455966,0.04929408,NaN
0.9765166,0.05182996,NaN
0.9784736,0.054669388,NaN
0.98043054,0.05781824,NaN
0.9823875,0.06127591,NaN
0.9843444,0.065034136,NaN
0.98630136,0.06907624,NaN
0.9882583,0.073376395,NaN
0.99021524,0.07789946,NaN
0.9921722,0.082601085,NaN
0.9941292,0.08742933,NaN
0.9960861,0.09232587,NaN
0.99804306,0.09722952,NaN
1,NaN,NaN
0,NaN,NaN
0.0019569471,NaN,0.0008725302
0.0039138943,NaN,0.002382888
0.0058708414,NaN,0.0038413913
0.007827789,NaN,0.005247494
0.009784736,NaN,0.006600725
0.011741683,NaN,0.0079005305
0.01369863,NaN,0.009146363
0.015655577,NaN,0.010337845
0.017612524,NaN,0.011474799
0.019569471,NaN,0.012557495
0.021526419,NaN,0.0135862995
0.023483366,NaN,0.014562255
0.025440313,NaN,0.015486438
0.02739726,NaN,0.016360467
0.029354207,NaN,0.017186122
0.031311154,NaN,0.01796567
0.0332681,NaN,0.018701259
0.03522505,NaN,0.019395648
0.037181996,NaN,0.020051662
0.039138943,NaN,0.020671995
0.04109589,NaN,0.021259315
0.043052837,NaN,0.021816546
0.045009784,NaN,0.022346318
0.04696673,NaN,0.022851303
0.04892368,NaN,0.023333829
0.050880626,NaN,0.023796232
0.052837573,NaN,0.024240617
0.05479452,NaN,0.024668932
0.056751467,NaN,0.025082644
0.058708414,NaN,0.025483502
0.06066536,NaN,0.025872447
0.06262231,NaN,0.026250642
0.064579256,NaN,0.026618855
0.0665362,NaN,0.026977934
0.06849315,NaN,0.02732809
0.0704501,NaN,0.027669962
0.072407044,NaN,0.028003518
0.07436399,NaN,0.028328994
0.07632094,NaN,0.028646225
0.078277886,NaN,0.02895522
0.08023483,NaN,0.029255638
0.08219178,NaN,0.02954748
0.08414873,NaN,0.029830346
0.086105675,NaN,0.030104043
0.08806262,NaN,0.03036826
0.09001957,NaN,0.030622603
0.091976516,NaN,0.030866891
0.09393346,NaN,0.031100733
0.09589041,NaN,0.03132379
0.09784736,NaN,0.031535994
0.099804305,NaN,0.03173673
0.10176125,NaN,0.031925917
0.1037182,NaN,0.032103315
0.105675146,NaN,0.032268845
0.10763209,NaN,0.0324223
0.10958904,NaN,0.03256342
0.11154599,NaN,0.03269222
0.113502935,NaN,0.03280848
0.11545988,NaN,0.032912362
0.11741683,NaN,0.033003666
0.119373776,NaN,0.033082668
0.12133072,NaN,0.033149265
0.12328767,NaN,0.03320342
0.12524462,NaN,0.033245362
0.12720157,NaN,0.033275273
0.12915851,NaN,0.033293243
0.13111547,NaN,0.033299483
0.1330724,NaN,0.033294205
0.13502936,NaN,0.03327757
0.1369863,NaN,0.03324981
0.13894325,NaN,0.033211235
0.1409002,NaN,0.0331622
0.14285715,NaN,0.033103097
0.14481409,NaN,0.033034146
0.14677104,NaN,0.032955773
0.14872798,NaN,0.03286822
0.15068494,NaN,0.032771893
0.15264188,NaN,0.03266715
0.15459883,NaN,0.03255441
0.15655577,NaN,0.03243419
0.15851273,NaN,0.032306697
0.16046967,NaN,0.03217251
0.16242662,NaN,0.032031946
0.16438356,NaN,0.031885445
0.16634052,NaN,0.031733252
0.16829745,NaN,0.031576015
0.17025441,NaN,0.031413972
0.17221135,NaN,0.031247538
0.1741683,NaN,0.03107709
0.17612524,NaN,0.03090306
0.1780822,NaN,0.030725688
0.18003914,NaN,0.030545408
0.18199609,NaN,0.03036263
0.18395303,NaN,0.030177683
0.18590999,NaN,0.029990733
0.18786693,NaN,0.02980216
0.18982388,NaN,0.029612407
0.19178082,NaN,0.029421605
0.19373778,NaN,0.0292299
0.19569471,NaN,0.029037628
0.19765167,NaN,0.028844967
0.19960861,NaN,0.028652346
0.20156556,NaN,0.028459849
0.2035225,NaN,0.028267644
0.20547946,NaN,0.028075824
0.2074364,NaN,0.027884599
0.20939335,NaN,0.027694114
0.21135029,NaN,0.027504519
0.21330725,NaN,0.027316036
0.21526419,NaN,0.027128557
0.21722114,NaN,0.026942214
0.21917808,NaN,0.026757134
0.22113504,NaN,0.026573455
0.22309197,NaN,0.026391009
0.22504893,NaN,0.026210006
0.22700587,NaN,0.026030373
0.22896282,NaN,0.025852181
0.23091976,NaN,0.02567537
0.23287672,NaN,0.025500014
0.23483366,NaN,0.025326062
0.23679061,NaN,0.025153516
0.23874755,NaN,0.024982335
0.2407045,NaN,0.024812512
0.24266145,NaN,0.024644075
0.2446184,NaN,0.024476895
0.24657534,NaN,0.024310935
0.2485323,NaN,0.024146164
0.25048923,NaN,0.023982689
0.25244617,NaN,0.023820108
0.25440314,NaN,0.023658715
0.25636008,NaN,0.023498314
0.25831702,NaN,0.023338879
0.26027396,NaN,0.023180239
0.26223093,NaN,0.023022523
0.26418787,NaN,0.022865599
0.2661448,NaN,0.022709275
0.26810175,NaN,0.0225537
0.27005872,NaN,0.022398671
0.27201566,NaN,0.022244114
0.2739726,NaN,0.022089986
0.27592954,NaN,0.021936398
0.2778865,NaN,0.021783223
0.27984345,NaN,0.02163033
0.2818004,NaN,0.021477804
0.28375733,NaN,0.021325462
0.2857143,NaN,0.021173282
0.28767124,NaN,0.021021282
0.28962818,NaN,0.020869387
0.29158512,NaN,0.020717477
0.2935421,NaN,0.020565702
0.29549903,NaN,0.020413868
0.29745597,NaN,0.020261956
0.2994129,NaN,0.020109944
0.30136988,NaN,0.019957742
0.30332682,NaN,0.019805353
0.30528376,NaN,0.01965279
0.3072407,NaN,0.019499969
0.30919766,NaN,0.019346971
0.3111546,NaN,0.019193757
0.31311154,NaN,0.019040305
0.31506848,NaN,0.018886581
0.31702545,NaN,0.018732503
0.3189824,NaN,0.018578136
0.32093933,NaN,0.018423289
0.32289627,NaN,0.01826825
0.32485324,NaN,0.018112702
0.32681018,NaN,0.017956818
0.32876712,NaN,0.017800465
0.33072406,NaN,0.017643725
0.33268103,NaN,0.01748644
0.33463797,NaN,0.017328754
0.3365949,NaN,0.017170593
0.33855185,NaN,0.017011933
0.34050882,NaN,0.01685288
0.34246576,NaN,0.01669329
0.3444227,NaN,0.016533254
0.34637964,NaN,0.016372565
0.3483366,NaN,0.01621136
0.35029355,NaN,0.01604967
0.3522505,NaN,0.01588749
0.35420743,NaN,0.015724719
0.3561644,NaN,0.015561476
0.35812134,NaN,0.0153976325
0.36007828,NaN,0.015233255
0.3620352,NaN,0.015068343
0.36399218,NaN,0.014902848
0.36594912,NaN,0.014736816
0.36790606,NaN,0.014570286
0.369863,NaN,0.0144031225
0.37181997,NaN,0.01423544
0.3737769,NaN,0.01406717
0.37573385,NaN,0.013898278
0.3776908,NaN,0.01372875
0.37964776,NaN,0.013558667
0.3816047,NaN,0.013388041
0.38356164,NaN,0.013216917
0.38551858,NaN,0.013045147
0.38747555,NaN,0.012872756
0.3894325,NaN,0.012699695
0.39138943,NaN,0.012526157
0.39334637,NaN,0.012351957
0.39530334,NaN,0.0121772
0.39726028,NaN,0.012001887
0.39921722,NaN,0.011826056
0.40117416,NaN,0.011649425
0.40313113,NaN,0.011472258
0.40508807,NaN,0.011294556
0.407045,NaN,0.011116278
0.40900195,NaN,0.010937373
0.41095892,NaN,0.010757877
0.41291586,NaN,0.010577799
0.4148728,NaN,0.01039714
0.41682974,NaN,0.010215927
0.4187867,NaN,0.010034209
0.42074364,NaN,0.00985181
0.42270058,NaN,0.009668852
0.42465752,NaN,0.009485415
0.4266145,NaN,0.009301335
0.42857143,NaN,0.009116751
0.43052837,NaN,0.008931613
0.4324853,NaN,0.008745995
0.43444228,NaN,0.008559764
0.43639922,NaN,0.008373027
0.43835616,NaN,0.008185705
0.4403131,NaN,0.0079979915
0.44227007,NaN,0.007809603
0.444227,NaN,0.0076208417
0.44618395,NaN,0.0074315574
0.4481409,NaN,0.0072417646
0.45009786,NaN,0.00705159
0.4520548,NaN,0.0068608867
0.45401174,NaN,0.006669659
0.45596868,NaN,0.00647806
0.45792565,NaN,0.0062859254
0.4598826,NaN,0.006093387
0.46183953,NaN,0.0059002917
0.46379647,NaN,0.005706849
0.46575344,NaN,0.0055130357
0.46771038,NaN,0.0053187455
0.46966732,NaN,0.0051241512
0.47162426,NaN,0.0049291826
0.47358122,NaN,0.0047339248
0.47553816,NaN,0.004538153
0.4774951,NaN,0.004342105
0.47945204,NaN,0.004145732
0.481409,NaN,0.003949007
0.48336595,NaN,0.0037519785
0.4853229,NaN,0.0035546436
0.48727983,NaN,0.0033571047
0.4892368,NaN,0.0031592774
0.49119374,NaN,0.002961192
0.49315068,NaN,0.0027627908
0.49510762,NaN,0.0025642284
0.4970646,NaN,0.0023654052
0.49902153,NaN,0.0021663816
0.50097847,NaN,0.001967189
0.5029354,NaN,0.0017676824
0.50489235,NaN,0.0015681378
0.5068493,NaN,0.0013683545
0.5088063,NaN,0.0011685004
0.5107632,NaN,0.0009685035
0.51272017,NaN,0.00076837576
0.5146771,NaN,0.00056816917
0.51663405,NaN,0.00036784646
0.518591,NaN,0.00016746564
0.5205479,NaN,-0.000032963948
0.52250487,NaN,-0.00023346837
0.52446187,NaN,-0.0004340046
0.5264188,NaN,-0.0006346844
0.52837574,NaN,-0.0008351644
0.5303327,NaN,-0.0010356926
0.5322896,NaN,-0.0012362058
0.53424656,NaN,-0.0014367147
0.5362035,NaN,-0.0016371227
0.53816044,NaN,-0.0018375282
0.54011744,NaN,-0.002037814
0.5420744,NaN,-0.002238043
0.5440313,NaN,-0.002438161
0.54598826,NaN,-0.0026381295
0.5479452,NaN,-0.0028380554
0.54990214,NaN,-0.003037848
0.5518591,NaN,-0.003237366
0.553816,NaN,-0.0034367985
0.555773,NaN,-0.0036359518
0.55772996,NaN,-0.003835
0.5596869,NaN,-0.004033785
0.56164384,NaN,-0.004232348
0.5636008,NaN,-0.004430655
0.5655577,NaN,-0.00462876
0.56751466,NaN,-0.0048265816
0.5694716,NaN,-0.0050241323
0.5714286,NaN,-0.0052215043
0.57338554,NaN,-0.0054185865
0.5753425,NaN,-0.005615326
0.5772994,NaN,-0.0058118287
0.57925636,NaN,-0.006007893
0.5812133,NaN,-0.0062037995
0.58317024,NaN,-0.006399167
0.5851272,NaN,-0.006594351
0.5870842,NaN,-0.0067890286
0.5890411,NaN,-0.0069834203
0.59099805,NaN,-0.0071773524
0.592955,NaN,-0.0073710456
0.59491193,NaN,-0.007564138
0.5968689,NaN,-0.007757046
0.5988258,NaN,-0.007949424
0.60078275,NaN,-0.008141525
0.60273975,NaN,-0.008333066
0.6046967,NaN,-0.008524258
0.60665363,NaN,-0.008714896
0.6086106,NaN,-0.008905211
0.6105675,NaN,-0.009094989
0.61252445,NaN,-0.009284321
0.6144814,NaN,-0.009473155
0.6164383,NaN,-0.009661516
0.6183953,NaN,-0.009849404
0.62035227,NaN,-0.01003684
0.6223092,NaN,-0.010223826
0.62426615,NaN,-0.010410255
0.6262231,NaN,-0.010596356
0.62818,NaN,-0.010781842
0.63013697,NaN,-0.010966913
0.6320939,NaN,-0.011151492
0.6340509,NaN,-0.011335506
0.63600785,NaN,-0.011519037
0.6379648,NaN,-0.0117020225
0.6399217,NaN,-0.011884622
0.64187866,NaN,-0.012066735
0.6438356,NaN,-0.012248186
0.64579254,NaN,-0.012429241
0.6477495,NaN,-0.012609642
